link_id,src,dst,width,lanes_in,lanes_out,link_code
14107,14462,14463,0,1,1,0
14108,14463,31853,0,1,1,0
14109,14464,31852,0,1,1,0
14110,14465,31851,0,1,1,0
14111,14466,14467,0,1,1,0
14112,14467,11873,0,1,1,0
14113,8435,8436,0,2,0,0
14114,8867,14425,0,1,1,0
14115,14468,14469,0,1,0,0
14116,14469,14470,0,1,0,0
14117,14470,14471,0,1,0,0
14118,14472,14473,0,1,1,0
14119,14473,14474,0,1,1,0
14120,14475,14476,0,1,1,0
14121,14476,14477,0,1,1,0
14122,14477,14478,0,1,1,0
14123,14478,14479,0,1,1,0
14124,14479,14480,0,1,1,0
14125,14480,14481,0,1,1,0
14126,14481,38743,0,1,1,0
14127,14482,14483,0,1,1,0
14128,14483,14484,0,1,1,0
14129,14484,14485,0,1,1,0
14130,14485,14486,0,1,1,0
14131,6635,35977,0,1,1,0
14132,14474,14475,0,1,1,0
14133,28,29,6,2,1,0
14134,14487,23,0,2,0,0
14135,14488,14489,0,1,0,0
14136,14489,14490,0,1,0,0
14137,14490,14491,0,1,0,0
14138,14491,14492,0,1,0,0
14139,14492,14493,0,1,0,0
14140,14493,14494,0,1,0,0
14141,14494,14495,0,1,0,0
14142,14495,14496,0,1,0,0
14143,14496,14497,0,1,0,0
14144,14497,14498,0,1,0,0
14145,14498,14499,0,1,0,0
14146,8287,14500,0,1,0,16
14147,14500,14488,0,1,0,16
14148,14501,14502,0,1,0,0
14149,14502,14503,0,1,0,0
14150,14503,14504,0,1,0,0
14151,14504,14505,0,1,0,0
14152,14505,14506,0,1,0,0
14153,14506,8381,0,1,0,0
14154,14507,14508,0,1,0,0
14155,14508,14509,0,1,0,0
14156,14509,14510,0,1,0,0
14157,14510,14511,0,1,0,0
14158,14511,14512,0,1,0,0
14159,14512,14513,0,1,0,0
14160,14513,14514,0,1,0,0
14161,14514,14515,0,1,0,0
14162,14515,14516,0,1,0,0
14163,14516,14517,0,1,0,0
14164,14517,14518,0,1,0,0
14165,14518,14519,0,1,0,0
14166,14519,8351,0,1,0,0
14167,14520,14521,0,1,1,0
14168,14521,14522,0,1,1,0
14169,14522,14523,0,1,1,0
14170,14523,63056,0,1,1,0
14171,14524,14525,0,1,1,0
14172,14525,14526,0,1,1,0
14173,14526,14527,0,1,1,0
14174,14527,14528,0,1,1,0
14175,14528,14529,0,1,1,0
14176,14529,14530,0,1,1,0
14177,14530,14531,0,1,1,0
14178,14531,14532,0,1,1,0
14179,14532,14533,0,1,1,0
14180,14533,2725,0,1,1,0
14181,14534,42740,0,1,1,0
14182,14535,14536,0,1,1,0
14183,14536,14537,0,1,1,0
14184,14537,6464,0,1,1,0
14185,14525,14534,0,1,1,0
14186,2580,14520,0,1,1,0
14187,14538,2621,0,1,1,0
14188,14538,6544,0,2,0,0
14189,2690,2689,0,2,0,1
14190,14541,43903,0,1,1,0
14191,14540,2012,0,1,1,0
14192,14542,7617,0,1,1,0
14193,14543,14544,0,2,2,0
14194,14544,14545,0,2,2,0
14195,14545,14546,0,2,2,0
14196,14546,14547,0,2,2,0
14197,14547,14548,0,2,2,0
14198,14548,14549,0,2,2,0
14199,14549,14550,0,2,2,0
14200,14550,14551,0,2,2,0
14201,14551,14552,0,2,2,0
14202,14552,14553,0,2,2,0
14203,14553,14554,0,2,2,0
14204,14554,14555,0,2,2,0
14205,14555,14556,0,2,2,0
14206,14556,14557,0,1,2,0
14207,14557,14558,0,1,2,0
14208,14558,14559,0,1,2,0
14209,14559,14560,0,1,2,0
14210,14560,14561,0,1,2,0
14211,14561,14562,0,1,2,0
14212,14562,14563,0,1,2,0
14213,14563,14564,0,1,2,0
14214,14564,14565,0,2,2,0
14215,1354,14566,0,2,0,0
14216,14566,14554,0,2,0,16
14217,14546,14567,0,1,0,0
14218,14567,1351,0,1,0,0
14219,14568,1352,0,1,0,0
14220,14569,14570,0,1,0,0
14221,14570,14571,0,1,0,0
14222,14571,1350,0,1,0,1
14223,14556,14569,0,1,0,16
14224,1359,14543,0,2,2,0
14225,1345,14572,0,1,0,0
14226,14572,14565,0,1,0,16
14227,1344,14565,0,1,1,0
14228,14565,1410,0,2,0,16
14229,14573,1412,0,2,0,0
14230,14574,1411,0,2,0,0
14231,14575,9690,0,1,1,0
14232,14576,9691,0,1,1,0
14233,14576,14575,0,1,1,0
14234,14577,14578,0,1,1,0
14235,14578,14579,0,1,1,0
14236,14579,14580,0,1,1,0
14237,14580,14581,0,1,1,0
14238,14581,14582,0,1,1,0
14239,14582,40512,0,1,1,0
14240,14583,14598,0,1,1,0
14241,14584,14585,0,1,1,0
14242,14585,14586,0,1,1,0
14243,14586,14587,0,1,1,0
14244,14587,14588,0,1,1,0
14245,14588,14589,0,1,1,0
14246,14589,14590,0,1,1,0
14247,14590,14591,0,1,1,0
14248,14591,1359,0,1,1,0
14249,14588,1315,0,1,0,0
14250,14592,14593,0,1,1,0
14251,14593,14594,0,1,1,0
14252,14594,14595,0,1,1,0
14253,14595,41977,0,1,1,0
14254,14596,40507,0,1,1,0
14255,14597,1323,0,1,0,16
14256,1322,14597,0,1,0,16
14257,966,14592,0,1,1,0
14258,14598,14584,0,1,1,0
14259,1314,43871,0,1,0,0
14260,14599,14600,-1,1,1,0
14261,14600,14601,-1,1,1,0
14262,14601,14602,-1,1,1,0
14263,14602,14603,-1,1,1,0
14264,14603,14604,-1,1,1,0
14265,14604,14605,-1,1,1,0
14266,14606,2618,0,1,1,0
14267,14605,14606,-1,1,1,0
14268,14608,14607,0,1,0,16
14269,14608,14609,0,1,1,0
14270,14609,14610,0,1,1,0
14271,14610,14611,0,1,1,0
14272,14611,14612,0,1,1,0
14273,14612,14613,0,1,1,0
14274,14613,14614,0,1,1,0
14275,14614,14615,0,1,1,0
14276,14615,14617,0,1,1,0
14277,14617,14616,0,1,1,0
14278,14618,14619,0,1,2,0
14279,14619,14620,0,1,2,0
14280,14616,14618,0,1,2,16
14281,14621,14622,0,1,2,0
14282,14622,42553,0,1,2,0
14283,14623,14624,0,2,2,0
14284,14624,14625,0,2,2,0
14285,14625,1324,0,2,2,0
14286,14620,14621,0,1,2,0
14287,1324,14577,0,1,1,0
14288,14616,2804,0,1,1,0
14289,14626,14627,0,1,1,1
14290,14627,14628,0,1,1,1
14291,14628,14629,0,1,1,1
14292,14629,14630,0,1,1,1
14293,14630,14631,0,1,1,1
14294,14631,14632,0,1,1,1
14295,14632,14633,0,1,1,1
14296,14633,14616,0,1,1,17
14297,14634,1347,0,1,0,0
14298,14635,14634,0,1,0,0
14299,14636,14626,0,1,0,16
14300,1348,14636,0,1,0,1
14301,14626,14635,0,1,0,16
14302,14637,14638,0,1,0,0
14303,14638,14639,0,1,0,0
14304,14639,14608,0,1,0,16
14305,14607,1355,0,1,0,1
14306,1353,14637,0,1,0,0
14307,14640,14641,0,1,1,0
14308,14641,14642,0,1,1,0
14309,14642,14643,0,1,1,0
14310,14643,14644,0,1,1,0
14311,14644,14645,0,1,1,0
14312,14645,2796,0,1,1,0
14313,14646,14640,0,1,1,0
14314,9873,9871,0,1,1,0
14315,9870,9872,0,1,1,0
14316,14647,1196,6,2,2,0
14317,14648,14649,0,1,0,0
14318,14649,5462,0,1,0,0
14319,14650,6180,0,1,1,1
14320,14651,14652,-1,1,1,1
14321,14652,14653,-1,1,1,1
14322,14653,14654,-1,1,1,1
14323,14654,14655,-1,1,1,1
14324,14655,14656,-1,1,1,1
14325,14656,14657,-1,1,1,1
14326,14657,14658,-1,1,1,1
14327,14658,14659,-1,1,1,1
14328,14659,14660,-1,1,1,1
14329,14660,14661,-1,1,1,1
14330,14661,14662,-1,1,1,1
14331,14662,14663,-1,1,1,1
14332,14663,14664,-1,1,1,1
14333,14664,14665,-1,1,1,1
14334,14665,14666,-1,1,1,1
14335,14666,14667,-1,1,1,1
14336,14667,14668,-1,1,1,1
14337,14668,14669,-1,1,1,1
14338,14669,14670,-1,1,1,1
14339,14670,14671,-1,1,1,1
14340,14671,14672,-1,1,1,1
14341,14672,14673,-1,1,1,1
14342,14673,14674,-1,1,1,1
14343,14674,14675,-1,1,1,1
14344,14675,14676,-1,1,1,1
14345,14676,14677,-1,1,1,1
14346,14677,14678,-1,1,1,1
14347,14678,14679,-1,1,1,1
14348,14679,14680,-1,1,1,1
14349,14680,14681,-1,1,1,1
14350,14681,14682,-1,1,1,1
14351,14682,14683,-1,1,1,1
14352,14683,14684,-1,1,1,1
14353,14684,14685,-1,1,1,1
14354,14685,14686,-1,1,1,1
14355,14686,14687,-1,1,1,1
14356,14687,14688,-1,1,1,1
14357,14688,14689,-1,1,1,1
14358,14689,14690,-1,1,1,1
14359,14690,14691,-1,1,1,1
14360,14691,14692,-1,1,1,1
14361,14692,14693,-1,1,1,1
14362,14693,14694,-1,1,1,1
14363,14694,14695,-1,1,1,1
14364,14695,14696,-1,1,1,1
14365,14696,14697,-1,1,1,1
14366,14697,14698,-1,1,1,1
14367,14698,14699,-1,1,1,1
14368,14699,14700,-1,1,1,1
14369,14700,14701,-1,1,1,1
14370,14701,14702,-1,1,1,1
14371,14702,14703,-1,1,1,1
14372,14703,14704,-1,1,1,1
14373,14704,14705,-1,1,1,1
14374,14705,14706,-1,1,1,1
14375,14706,14707,-1,1,1,1
14376,14707,14708,-1,1,1,1
14377,14708,14709,-1,1,1,1
14378,14709,14710,-1,1,1,1
14379,14710,14711,-1,1,1,1
14380,14711,14712,-1,1,1,1
14381,14712,14713,-1,1,1,1
14382,14713,14714,-1,1,1,1
14383,14714,14715,-1,1,1,1
14384,14715,14716,-1,1,1,1
14385,14716,14717,-1,1,1,1
14386,14717,14718,-1,1,1,1
14387,14718,14719,-1,1,1,1
14388,14719,14720,-1,1,1,1
14389,14720,14721,-1,1,1,1
14390,14721,14722,-1,1,1,1
14391,14722,14723,-1,1,1,1
14392,14723,14724,-1,1,1,1
14393,14724,14725,-1,1,1,1
14394,14725,14726,-1,1,1,1
14395,14726,14727,-1,1,1,1
14396,14727,14728,-1,1,1,1
14397,14728,14729,-1,1,1,1
14398,14729,14730,-1,1,1,1
14399,14730,14731,-1,1,1,1
14400,14731,14732,-1,1,1,1
14401,14733,14734,-1,1,1,1
14402,14734,14735,-1,1,1,1
14403,14735,14736,-1,1,1,1
14404,14736,14737,-1,1,1,1
14405,14737,14738,-1,1,1,1
14406,14738,14739,-1,1,1,1
14407,14739,14740,-1,1,1,1
14408,14740,14741,-1,1,1,1
14409,14741,14742,-1,1,1,1
14410,14742,14743,-1,1,1,1
14411,14743,14744,-1,1,1,1
14412,14744,14745,-1,1,1,1
14413,14745,14746,-1,1,1,1
14414,14746,14747,-1,1,1,1
14415,14747,14748,-1,1,1,1
14416,14748,14749,-1,1,1,1
14417,14749,14750,-1,1,1,1
14418,14750,14751,-1,1,1,1
14419,14751,14752,-1,1,1,1
14420,14732,14733,-1,1,1,1
14421,14651,14650,-1,1,1,1
14422,6250,6251,0,1,1,0
14423,14753,14754,0,1,0,0
14424,14754,14755,0,1,0,0
14425,14755,35494,0,1,0,0
14426,14756,35493,0,1,0,0
14427,14757,35491,0,1,0,0
14428,14759,35490,0,1,0,0
14429,14760,35492,0,1,0,0
14430,14763,36444,0,1,0,0
14431,14764,14765,0,2,0,17
14432,14766,6448,0,1,0,16
14433,14767,60240,0,1,0,0
14434,6448,14767,0,1,0,16
14435,3681,4662,0,2,0,0
14436,4722,4719,0,2,0,0
14437,14768,4780,0,2,0,0
14438,14769,14770,0,1,0,0
14439,14770,14771,0,1,0,0
14440,14771,14772,0,1,0,0
14441,14772,14773,0,1,0,0
14442,14773,14774,0,1,0,0
14443,14774,14775,0,1,0,0
14444,14775,14776,0,1,0,0
14445,14776,14777,0,1,0,0
14446,14777,14778,0,1,0,0
14447,14778,14779,0,1,0,0
14448,14779,14780,0,1,0,0
14449,14780,14781,0,1,0,0
14450,14781,14782,0,1,0,0
14451,14782,14783,0,1,0,0
14452,14783,14785,0,1,0,0
14453,14785,14784,0,1,0,16
14454,14786,14787,0,1,0,0
14455,14787,14769,0,1,0,0
14456,1725,9116,0,1,1,0
14457,14788,14789,0,1,0,0
14458,14789,14790,0,1,0,0
14459,14790,14791,0,1,0,0
14460,14791,14792,0,1,0,0
14461,14792,14793,0,1,0,0
14462,14793,14794,0,1,0,0
14463,14794,14795,0,1,0,0
14464,14795,14796,0,1,0,0
14465,14796,14797,0,1,0,0
14466,14797,14798,0,1,0,0
14467,14798,14799,0,1,0,0
14468,14799,14800,0,1,0,0
14469,14800,14801,0,1,0,0
14470,14801,14802,0,1,0,0
14471,14802,14803,0,1,0,0
14472,14803,14804,0,1,0,0
14473,14804,76779,0,1,0,0
14474,14805,6623,0,1,0,16
14475,14806,14807,0,1,0,0
14476,14807,1577,0,1,0,0
14477,14808,34988,7,1,1,1
14478,14809,14811,-1,1,1,0
14479,14810,14812,-1,1,1,0
14480,14811,14810,-1,1,1,0
14481,14813,14814,4,1,1,0
14482,14814,8884,4,1,1,0
14483,14815,8885,4,1,1,0
14484,14816,8886,4,1,1,0
14485,14817,8889,4,1,1,0
14486,14818,8887,4,1,1,0
14487,14819,8888,4,1,1,0
14488,14820,14821,0,2,0,0
14489,14821,14831,0,2,0,0
14490,14822,14830,0,1,0,0
14491,14823,14824,0,1,0,0
14492,14824,14825,0,1,0,0
14493,14825,66603,0,1,0,0
14494,14826,14828,0,1,0,0
14495,14827,66602,0,1,0,0
14496,14828,4554,0,1,0,16
14497,3279,14820,0,2,0,0
14498,14829,14823,0,1,0,0
14499,14830,14829,0,1,0,0
14500,14831,14822,0,1,0,0
14501,11479,11480,0,1,1,0
14502,11545,11546,0,1,1,0
14503,1543,8194,0,1,1,0
14504,14832,1533,0,1,0,0
14505,14833,1534,0,1,0,0
14506,14834,1535,0,1,0,16
14507,14835,1536,6,1,1,0
14508,14836,34992,5,1,1,0
14509,14837,34994,5,1,1,0
14510,14838,34993,5,1,1,0
14511,14839,1578,0,1,0,16
14512,14840,8839,6,1,1,0
14513,14841,8840,0,1,0,0
14514,14842,8841,0,1,0,0
14515,14843,8842,0,1,0,0
14516,14844,8843,0,1,0,16
14517,14845,77359,6,1,1,0
14518,14846,34400,6,1,1,0
14519,14847,1597,0,1,0,0
14520,14848,1598,0,1,0,0
14521,14849,1599,0,1,0,0
14522,14850,1600,0,1,0,0
14523,14851,1601,0,1,0,0
14524,14852,1602,0,1,0,0
14525,14853,12628,7,1,1,0
14526,14854,14855,0,1,1,0
14527,14855,8186,0,1,1,0
14528,8184,14855,0,1,1,0
14529,14856,8186,0,1,1,0
14530,14857,14858,0,1,0,0
14531,14858,14859,0,1,0,0
14532,14859,60916,0,1,0,0
14533,14860,14861,0,1,0,0
14534,14861,14862,0,1,0,0
14535,14862,14863,0,1,0,0
14536,14863,14864,0,1,0,0
14537,14864,14865,0,1,0,0
14538,14866,14867,0,1,0,0
14539,14867,14868,0,1,0,0
14540,14868,14869,0,1,0,0
14541,14869,14870,0,1,0,0
14542,14870,14871,0,1,0,0
14543,14871,14872,0,1,0,0
14544,14872,14873,0,1,0,0
14545,14873,14874,0,1,0,0
14546,14874,14875,0,1,0,16
14547,14875,14876,0,2,0,0
14548,14877,1615,0,1,1,0
14549,1621,14877,0,1,1,0
14550,14878,1619,5,1,1,0
14551,14879,14880,0,1,0,0
14552,14880,14881,0,1,0,0
14553,14881,14882,0,1,0,0
14554,14882,14883,0,1,0,0
14555,14883,14884,0,1,0,0
14556,14884,14885,0,1,0,0
14557,14885,14886,0,1,0,0
14558,14886,14887,0,1,0,0
14559,14889,14890,0,1,0,0
14560,14890,14891,0,1,0,0
14561,14891,14894,0,1,0,0
14562,14892,14893,0,1,0,0
14563,14893,14879,0,1,0,0
14564,14894,14892,0,1,0,0
14565,14895,1603,0,1,0,0
14566,14896,14897,0,1,0,0
14567,14897,14898,0,1,0,0
14568,14898,14899,0,1,0,0
14569,14899,14900,0,1,0,0
14570,14900,14901,0,1,0,0
14571,14902,1662,0,2,1,0
14572,14903,14904,0,1,0,0
14573,14905,1661,0,2,1,0
14574,14901,14903,0,1,0,0
14575,14906,14896,0,1,0,0
14576,1626,14907,0,1,0,16
14577,14907,14857,0,1,0,16
14578,14865,14866,0,1,0,0
14579,14876,14908,0,2,0,0
14580,14909,14910,0,2,0,0
14581,14910,14911,0,2,0,0
14582,14911,14912,0,2,0,0
14583,14912,14913,0,2,0,0
14584,14913,14914,0,2,0,0
14585,14914,45791,0,2,0,0
14586,14915,34609,0,2,0,0
14587,14916,14917,0,1,0,16
14588,14918,14919,0,1,0,0
14589,14919,14920,0,1,0,0
14590,14920,14921,0,1,0,0
14591,14921,14922,0,1,0,0
14592,14922,14923,0,1,0,0
14593,14923,14924,0,1,0,0
14594,14924,14925,0,1,0,0
14595,14925,14926,0,1,0,0
14596,14926,14927,0,1,0,0
14597,14927,14928,0,1,0,0
14598,14928,14929,0,1,0,0
14599,14929,14930,0,1,0,0
14600,14930,14931,0,1,0,0
14601,14931,14932,0,1,0,0
14602,14932,14933,0,1,0,0
14603,14933,14934,0,1,0,0
14604,14934,14935,0,1,0,0
14605,14917,14918,0,1,0,0
14606,14937,70960,5,2,2,0
14607,14938,14937,5,2,2,0
14608,14941,14938,5,1,2,16
14609,14935,14939,0,1,2,0
14610,14942,14940,0,1,2,0
14611,14940,14951,0,1,2,0
14612,14939,14942,0,1,2,0
14613,14936,5361,5,2,2,0
14614,14943,14949,4,2,1,0
14615,14944,14948,4,2,1,0
14616,14945,14947,4,2,1,0
14617,14947,14946,4,2,1,0
14618,14948,14945,4,2,1,0
14619,14949,14944,4,2,1,0
14620,14935,14950,2,2,1,0
14621,14950,14943,2,2,1,0
14622,14946,1666,4,2,1,0
14623,14951,73435,0,1,2,0
14624,14952,1596,0,1,0,0
14625,14953,1595,0,1,0,0
14626,14954,1594,0,1,0,0
14627,14955,1593,0,1,0,0
14628,14956,14957,0,1,0,0
14629,14957,14958,0,1,0,16
14630,1596,14956,0,1,0,0
14631,14959,14960,0,1,0,0
14632,14960,14961,0,1,0,0
14633,14961,14962,0,1,0,0
14634,14963,1666,0,1,0,16
14635,14962,14963,0,1,0,0
14636,14964,14965,0,1,0,0
14637,14965,14966,0,1,0,0
14638,14967,1666,0,1,1,18
14639,12630,14964,0,1,0,0
14640,14968,14980,6,2,2,1
14641,14969,14977,6,2,2,1
14642,14970,14973,6,1,2,1
14643,14972,14974,6,1,2,1
14644,14973,14972,6,1,2,1
14645,14974,14971,6,1,2,1
14646,14975,14978,6,2,2,1
14647,14976,14975,6,2,2,1
14648,14977,14976,6,2,2,1
14649,14978,14979,6,2,2,1
14650,14979,14970,6,2,2,1
14651,14980,14969,6,2,2,1
14652,14971,1666,6,1,2,1
14653,5629,14968,6,2,2,1
14654,14981,14982,0,1,1,0
14655,14983,14984,0,1,1,0
14656,14985,14986,0,1,1,0
14657,14987,14988,0,1,1,0
14658,14989,14992,5,1,1,0
14659,14990,14991,0,1,0,0
14660,14991,8872,0,1,0,0
14661,14992,8874,5,1,1,0
14662,14993,8875,5,1,1,0
14663,14908,14909,0,2,0,0
14664,1603,1607,0,1,0,16
14665,14994,14995,-1,1,1,0
14666,14995,14996,-1,1,1,0
14667,14996,14997,-1,1,1,0
14668,14997,14998,-1,1,1,0
14669,14998,14999,-1,1,1,0
14670,12990,14994,-1,1,1,0
14671,15000,15001,-1,1,1,0
14672,15001,15002,-1,1,1,0
14673,15002,15003,-1,1,1,0
14674,15003,15004,-1,1,1,0
14675,15004,15005,-1,1,1,0
14676,15005,15006,-1,1,1,0
14677,15006,15007,-1,1,1,0
14678,15007,15008,-1,1,1,0
14679,15008,15009,-1,1,1,0
14680,15009,15010,-1,1,1,0
14681,15010,15011,-1,1,1,0
14682,15011,15012,-1,1,1,0
14683,15012,15013,-1,1,1,0
14684,15013,15014,-1,1,1,0
14685,15014,15015,-1,1,1,0
14686,15015,15016,-1,1,1,0
14687,15016,15017,-1,1,1,0
14688,15017,15018,-1,1,1,0
14689,15018,15019,-1,1,1,0
14690,15019,15020,-1,1,1,0
14691,15020,15021,-1,1,1,0
14692,15021,15022,-1,1,1,0
14693,15022,15023,-1,1,1,0
14694,15023,15024,-1,1,1,0
14695,15024,15025,-1,1,1,0
14696,15025,15026,-1,1,1,0
14697,15026,15027,-1,1,1,0
14698,15027,15028,-1,1,1,0
14699,15028,15029,-1,1,1,0
14700,15029,15030,-1,1,1,0
14701,15030,15031,-1,1,1,0
14702,15031,15032,-1,1,1,0
14703,15032,15033,-1,1,1,0
14704,15033,15034,-1,1,1,0
14705,15034,15035,-1,1,1,0
14706,15035,15036,-1,1,1,0
14707,15036,15037,-1,1,1,0
14708,15037,15038,-1,1,1,0
14709,15038,15039,-1,1,1,0
14710,15039,15040,-1,1,1,0
14711,15040,15041,-1,1,1,0
14712,15041,15042,-1,1,1,0
14713,15042,15043,-1,1,1,0
14714,15043,15044,-1,1,1,0
14715,15044,15045,-1,1,1,0
14716,15045,15046,-1,1,1,0
14717,15046,15047,-1,1,1,0
14718,15047,15048,-1,1,1,0
14719,15048,15049,-1,1,1,0
14720,15049,15050,-1,1,1,0
14721,15050,15051,-1,1,1,0
14722,15051,15052,-1,1,1,0
14723,15052,15053,-1,1,1,0
14724,15053,15054,-1,1,1,0
14725,15054,15055,-1,1,1,0
14726,15055,15056,-1,1,1,0
14727,15056,15057,-1,1,1,0
14728,15057,15058,-1,1,1,0
14729,15058,15059,-1,1,1,0
14730,15060,15061,-1,1,1,0
14731,15061,15062,-1,1,1,0
14732,15062,15063,-1,1,1,0
14733,15063,15064,-1,1,1,0
14734,15064,15065,-1,1,1,0
14735,15065,15066,-1,1,1,0
14736,15066,15067,-1,1,1,0
14737,15067,15068,-1,1,1,0
14738,15068,15069,-1,1,1,0
14739,15069,15070,-1,1,1,0
14740,15070,15071,-1,1,1,0
14741,15071,71753,-1,1,1,0
14742,15072,68615,-1,1,1,0
14743,15073,68614,-1,1,1,0
14744,15074,68613,-1,1,1,0
14745,15075,68610,-1,1,1,0
14746,15076,71754,-1,1,1,0
14747,15077,15078,-1,1,1,0
14748,15078,15079,-1,1,1,0
14749,15079,15080,-1,1,1,0
14750,15080,15081,-1,1,1,0
14751,15081,15082,-1,1,1,0
14752,15082,15083,-1,1,1,0
14753,15083,15084,-1,1,1,0
14754,15084,15085,-1,1,1,0
14755,15085,15086,-1,1,1,0
14756,15086,15087,-1,1,1,0
14757,15087,15088,-1,1,1,0
14758,15088,15089,-1,1,1,0
14759,15089,15090,-1,1,1,0
14760,15059,15060,-1,1,1,0
14761,14999,15000,-1,1,1,0
14762,15091,15092,0,1,1,0
14763,15092,15093,0,1,1,0
14764,15093,15094,0,1,1,0
14765,15094,15095,0,1,1,0
14766,15095,15096,0,1,1,0
14767,15096,15097,0,1,1,0
14768,15097,15098,0,1,1,0
14769,15098,15099,0,1,1,0
14770,15099,15100,0,1,1,0
14771,15100,15101,0,1,1,0
14772,15101,15102,0,1,1,0
14773,15102,15103,0,1,1,0
14774,15103,15104,0,1,1,0
14775,15104,15105,0,1,1,0
14776,15105,15106,0,1,1,0
14777,15106,15107,0,1,1,0
14778,15107,15108,0,1,1,0
14779,15108,15109,0,1,1,0
14780,15109,15110,0,1,1,0
14781,15110,15111,0,1,1,0
14782,15111,15112,0,1,1,0
14783,15112,15113,0,1,1,0
14784,15113,15114,0,1,1,0
14785,15114,15115,0,1,1,0
14786,15115,15116,0,1,1,0
14787,15116,15117,0,1,1,0
14788,15117,15118,0,1,1,0
14789,15118,15119,0,1,1,0
14790,15119,15120,0,1,1,0
14791,15120,15121,0,1,1,0
14792,15121,15122,0,1,1,0
14793,15122,15123,0,1,1,0
14794,15123,15124,0,1,1,0
14795,15124,15125,0,1,1,0
14796,15125,15126,0,1,1,0
14797,15126,15127,0,1,1,0
14798,15128,15129,0,1,1,0
14799,15129,15130,0,1,1,0
14800,15130,15131,0,1,1,0
14801,15131,15132,0,1,1,0
14802,15132,32644,0,1,1,0
14803,15133,73615,0,1,1,0
14804,15134,73617,0,1,1,0
14805,15135,15136,0,1,1,0
14806,15136,32647,0,1,1,0
14807,15137,15138,0,1,1,0
14808,15138,32648,0,1,1,0
14809,15139,32649,0,1,1,0
14810,15140,32689,-1,1,1,0
14811,15141,32691,-1,1,1,0
14812,15142,32694,-1,1,1,0
14813,15143,32697,-1,1,1,0
14814,15144,32700,-1,1,1,0
14815,15145,32703,-1,1,1,0
14816,15146,32706,-1,1,1,0
14817,15148,32714,-1,1,1,0
14818,15149,73187,-1,1,1,0
14819,15150,15151,-1,1,1,0
14820,15151,15152,-1,1,1,0
14821,15152,28170,-1,1,1,0
14822,15153,28171,-1,1,1,0
14823,15154,28173,-1,1,1,0
14824,15155,28176,-1,1,1,0
14825,15156,28179,-1,1,1,0
14826,15157,28182,-1,1,1,0
14827,15158,28184,-1,1,1,0
14828,15159,28187,-1,1,1,0
14829,15161,15162,-1,1,1,0
14830,15162,15163,-1,1,1,0
14831,15163,15164,-1,1,1,0
14832,15164,15165,-1,1,1,0
14833,15165,15166,-1,1,1,0
14834,15166,15167,-1,1,1,0
14835,15167,15168,-1,1,1,0
14836,15168,15169,-1,1,1,0
14837,15169,15170,-1,1,1,0
14838,15170,15171,-1,1,1,0
14839,15171,15172,-1,1,1,0
14840,15172,15173,-1,1,1,0
14841,15173,15174,-1,1,1,0
14842,15174,15175,-1,1,1,0
14843,15175,15176,-1,1,1,0
14844,15176,15177,-1,1,1,0
14845,15177,15178,-1,1,1,0
14846,15178,15179,-1,1,1,0
14847,15179,15180,-1,1,1,0
14848,15180,15181,-1,1,1,0
14849,15181,15182,-1,1,1,0
14850,15182,15183,-1,1,1,0
14851,15183,15184,-1,1,1,0
14852,15184,15185,-1,1,1,0
14853,15185,15186,-1,1,1,0
14854,15186,15187,-1,1,1,0
14855,15187,15188,-1,1,1,0
14856,15188,15189,-1,1,1,0
14857,15189,15190,-1,1,1,0
14858,15190,15191,-1,1,1,0
14859,15191,15192,-1,1,1,0
14860,15192,15193,-1,1,1,0
14861,15193,15194,-1,1,1,0
14862,15194,15195,-1,1,1,0
14863,15195,15196,-1,1,1,0
14864,15197,15198,-1,1,1,0
14865,15198,15199,-1,1,1,0
14866,15199,15200,-1,1,1,0
14867,15200,15201,-1,1,1,0
14868,15201,15202,-1,1,1,0
14869,15202,15203,-1,1,1,0
14870,15203,15204,-1,1,1,0
14871,15204,15205,-1,1,1,0
14872,15205,15206,-1,1,1,0
14873,15206,15207,-1,1,1,0
14874,15207,15208,-1,1,1,0
14875,15208,15209,-1,1,1,0
14876,15209,15210,-1,1,1,0
14877,15210,15211,-1,1,1,0
14878,15211,15212,-1,1,1,0
14879,15212,15213,-1,1,1,0
14880,15213,15214,-1,1,1,0
14881,15214,15215,-1,1,1,0
14882,15215,15216,-1,1,1,0
14883,15216,15217,-1,1,1,0
14884,15217,15218,-1,1,1,0
14885,15218,15219,-1,1,1,0
14886,15219,15220,-1,1,1,0
14887,15220,15221,-1,1,1,0
14888,15221,15222,-1,1,1,0
14889,15222,15223,-1,1,1,0
14890,15223,15224,-1,1,1,0
14891,15224,15225,-1,1,1,0
14892,15225,15226,-1,1,1,0
14893,15226,15227,-1,1,1,0
14894,15227,15228,-1,1,1,0
14895,15228,15229,-1,1,1,0
14896,15230,15231,-1,1,1,0
14897,15231,15232,-1,1,1,0
14898,15232,15233,-1,1,1,0
14899,15233,15234,-1,1,1,0
14900,15234,15235,-1,1,1,0
14901,15235,15236,-1,1,1,0
14902,15236,15237,-1,1,1,0
14903,15237,15238,-1,1,1,0
14904,15238,15239,-1,1,1,0
14905,15239,15240,-1,1,1,0
14906,15240,15241,-1,1,1,0
14907,15241,15242,-1,1,1,0
14908,15242,15243,-1,1,1,0
14909,15243,15244,-1,1,1,0
